VIN,predicted price,Stock #,Cab Type,Drivetrain,Rear Wheels,Fuel Type,Transmission,Color,Vehicle Trim
1GC1KVEG3JF139281,48834.94,U5981,Crew,4x4,SRW,Flex Fuel,6-Speed A/T,Silver Ice Metallic,LT
3C6UR5FL8LG110968,48834.94,PV9071,Crew,4x4,SRW,Diesel,6-Speed Automatic,White,Laramie
1C6RR6GG0HS786313,58340.18,TV9202,Quad,4x2,SRW,Flex Fuel,8-Speed Automatic,Gray,SLT
1GCGSBEA5G1374484,47782.82,TV9390B,Crew,4x2,SRW,Gasoline,6-Speed Automatic,Brown,Work Truck
1GCHSCEN1H1282822,48834.94,PV9414,Double,4x2,SRW,Gasoline,8-Speed Automatic,Black,LT
3C6UR5HL3MG509687,47782.82,RM210824,Crew,4x4,SRW,Diesel,6-Speed Automatic,White,Tradesman
1C6RREHT2KN735407,48834.94,PV9433,Crew,4x2,SRW,Gasoline,8-Speed Automatic,Gray,Limited
1C6RR7GG5HS709605,58340.18,D1248A,Quad,4x4,SRW,Gasoline,Automatic,True Blue Pearlcoat,SLT
1C6RR7LTXLS143274,48834.94,B4241,Crew,4x4,SRW,Gasoline,Automatic,Granite Crystal Metallic Clearcoat,SLT
3C6UR5FJXJG302209,48834.94,R2367A,Crew,4x4,SRW,Gasoline,Automatic,Granite Crystal Metallic Clearcoat,Laramie
1C6RR7VM9JS245572,48834.94,R2285A,Crew,4x4,SRW,Diesel,Automatic,Granite Crystal Metallic Clearcoat,Laramie
1C6RR7LM7FS687826,50229.06,B4271A,Crew,4x4,SRW,Diesel,Automatic,Bright White Clearcoat,Big Horn
1FT7W2BTXMEC21596,48834.94,G10387T,Crew,4x4,SRW,Diesel,AUTOMATIC,ANTIMATTER BLU,LARIAT L
1FTFW1RG2JFD52896,50704.35,435459A,SuperCrew,4x4,SRW,Gasoline,Automatic,Ruby Red Metallic Tinted Clearcoat,Raptor
1GTP8CED8LZ320980,45519.24,429018A,Crew,4x2,SRW,Gasoline,Automatic,Quicksilver Metallic,Elevation
1GCUYBEF6LZ266240,45519.24,C8054,Crew,4x4,SRW,Gasoline,Automatic,Black,Custom
1GC1KXC83EF124647,48834.94,48888A,Crew,4x4,SRW,Diesel,Allison 1000 6-Speed Automatic,White,LT
1GCPYFED6KZ272587,48834.94,48867B,Crew,4x4,SRW,Gasoline,8-Speed Automatic,Silver,LT Trail Boss
1FTFW1RG7LFC42574,56558.06,00J01048,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Gray,Raptor
1GCGSBENXJ1225448,47782.82,00P15091,Crew,4x2,SRW,Gasoline,8-Speed Automatic,Black,Work Truck
1C6SRFJT6MN666581,48834.94,B10769,Crew,4x4,SRW,Gasoline,8-Speed Automatic 8HP75 Transmission,Maximum Steel,LARAMIE CREW CAB 4X4 5'7 BOX
3C6UR5DL4MG523636,50229.06,B10352D,Crew,4x4,SRW,Diesel,6-Speed Automatic 68RFE Transmission,Flame Red,BIG HORN CREW CAB 4X4 6'4 BOX
1C6SRFJT8MN666582,48834.94,B10782,Crew,4x4,SRW,Gasoline,8-Speed Automatic 8HP75 Transmission,Granite Crystal,LARAMIE CREW CAB 4X4 5'7 BOX
3GCPCREC6JG346516,48834.94,B-B502831,Crew,4x2,SRW,Gasoline,Automatic,Red,LT w/1LT
1GCRYDEDXKZ223888,48834.94,6223888,Double,4x4,SRW,Gasoline,8-Speed Automatic,White,LT
3GCPWCED6MG283709,48834.94,283709,Crew,4x2,SRW,Gasoline,8-Speed Automatic,Gray,LT
3GCPWBEK2MG269914,45519.24,269914,Crew,4x2,SRW,Gasoline,8-Speed Automatic,White,Custom
3GCUKSEC3FG401721,60450.71,C401721,Crew,4x4,SRW,Gasoline,automatic,Brownstone Metallic,LTZ
1GCRYDED7LZ348994,60450.71,348994,Double,4x4,SRW,Gasoline,automatic,Summit White,LT
1GCUYGEL9KZ117855,60450.71,C117855,Crew,4x4,SRW,Gasoline,automatic,Summit White,LTZ
1GCUYEET0MZ228169,60450.71,228169,Crew,4x4,SRW,Diesel,automatic,Shadow Gray Metallic,RST
1GC4YNEY5LF299525,60450.71,C299525,Crew,4x4,SRW,Diesel,automatic,Summit White,LT
1GNEK13Z24J236849,63521.88,C236849,Crew,4x4,SRW,Flex Fuel,4-Speed A/T,Summit White,LT
1GCUYGEL3MZ262165,60450.71,262165,Crew,4x4,SRW,Gasoline,automatic,Summit White,LTZ
3GCPYBEK5MG153102,40333.0,153102,Crew,4x4,SRW,Gasoline,automatic,Shadow Gray Metallic,Custom
1GC4YPEY7MF184888,60450.71,184888,Crew,4x4,SRW,Diesel,automatic,Summit White,LTZ
3GTU2UEH3EG292845,48834.94,C292845,Crew,4x4,SRW,Flex Fuel,6-Speed A/T,Sonoma Red Metallic,SLE
1GCNCREC6JZ227520,68726.29,J227520P,Regular,4x2,SRW,Gasoline,Automatic,Deep Ocean Blue Metallic,LT
3GCPYFED7MG273802,63521.88,273802,Crew,4x4,SRW,Gasoline,10-Speed Automatic,White,LT Trail Boss
1C6SRFLT9MN685817,48834.94,J296873,Crew,4x4,SRW,Gasoline,Automatic,Maximum Steel Metallic Clearcoat,Rebel
1FTEW1EP1MKD47072,44007.0,FD47072,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Black,XLT
1FTEW1EP0MFB17287,56558.06,FB17287,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Brown,Lariat
1FTFW1E89MFA09330,56558.06,FA09330,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Black,Lariat
1FTFW1ED1MFB29264,44007.0,FB29264H,SuperCrew,4x4,SRW,Hybrid,10-Speed Automatic,Black,XLT
1FTEW1EP6MFB29265,56558.06,FB29265,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Black,Lariat
1FTEW1EP7MFA61655,44007.0,FA61655,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Blue,XL
1FTEW1EP5MKD41744,44007.0,FD41744,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Black,XL
1FTFW1E87MKD47073,44007.0,FD47073,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,White,XLT
1FTEW1EP5MFA38679,44007.0,FA38679,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Silver,XL
1GC4K1E83FF603014,48834.94,PD7553,Crew,4x4,SRW,Diesel,Automatic,White,High Country
1GT120E83FF541255,45519.24,PD7589,Crew,4x4,SRW,Diesel,Automatic,White,Denali
1FTFW1E4XLFC82658,56558.06,FC82658,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Silver,Lariat
1FT7W2BN0MED21093,63521.88,HD21093,Crew,4x4,SRW,Gasoline,10-Speed Automatic,Blue,Lariat
1FTFW1E8XMFA54339,56558.06,FA54339,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Brown,Lariat
1FTEW1EP7LKE25675,44007.0,FE25675,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Black,XLT
1FTFW1ED2MFA94637,44007.0,FA94637H,SuperCrew,4x4,SRW,Hybrid,10-Speed Automatic,Blue,XLT
1FTER4FH9KLA50428,56558.06,A50428C,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,White,Lariat
1FTEW1EP1MFA71162,44007.0,FA71162,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Blue,XLT
1FTEW1EPXMKD34076,44007.0,FD34076,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,White,XLT
1GT42YEY8JF248410,45519.24,PD7591,Crew,4x4,SRW,Diesel,Automatic,Red,Denali
1FTEW1EP0MFB13806,44007.0,FB13806,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Gray,XLT
1FTER1FH7MLD24419,44007.0,UD24419,Super,4x4,SRW,Gasoline,10-Speed Automatic,Gray,XLT
1FTFW1E85MFA03606,44007.0,FA03606,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,White,XL
1FTEW1EP6MFB13809,44007.0,FB13809,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Gray,XLT
1FTFW1E52MFA09322,44007.0,FA09322,SuperCrew,4x4,SRW,Flex Fuel,10-Speed Automatic,Blue,XLT
1FT7W2BT7LEE69934,55415.88,HE69934,Crew,4x4,SRW,Diesel,10-Speed Automatic,Red,XLT
1FTEW1EP2MFB17288,56558.06,FB17288,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,White,Lariat
1GCUYHEL3KZ361457,48834.94,PD7628,Crew,4x4,SRW,Gasoline,Automatic,BLACK,High Country
1FTFX1E88MFA61660,44007.0,FA61660,Super,4x4,SRW,Gasoline,10-Speed Automatic,Silver,XLT
1FTER4FHXMLD24402,56558.06,UD24402,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Silver,Lariat
1FTEW1EP4MFB13808,44007.0,FB13808,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Black,XLT
1GT42XCY7JF132032,48834.94,PD7627,Crew,4x4,SRW,Diesel,Automatic,BLACK,SLT
1FTER4FH7LLA99421,56558.06,UA99421,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Blue,Lariat
1FTEW1EP8MFA71160,44007.0,FA71160,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Silver,XL
1FT7W2BN5MED21090,63521.88,HD21090,Crew,4x4,SRW,Gasoline,10-Speed Automatic,Red,Lariat
1FTER4FH9LLA95239,56558.06,UA95239,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,White,Lariat
1GC4YUEY5LF267300,48834.94,PD7567,Crew,4x4,SRW,Diesel,Automatic,BLACK,LTZ
1FTEW1EP1MFA61652,44007.0,FA61652,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Black,XLT
1GT42YEY2JF276705,45519.24,PD7629,Crew,4x4,SRW,Diesel,Automatic,White,Denali
1FTER4FH5LLA95240,56558.06,UA95240,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Blue,Lariat
1FTFX1E51MKD34080,44007.0,FD34080,Super,4x4,SRW,Flex Fuel,10-Speed Automatic,White,XLT
1FTEW1EP7MKD23374,44007.0,FD23374,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Red,XL
1FTEW1EP9MKD18502,44007.0,FD18502,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Red,XLT
1FTER4FH9LLA99842,56558.06,UA99842,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Blue,Lariat
1FTFW1ED1MFB10536,44007.0,FB10536H,SuperCrew,4x4,SRW,Hybrid,10-Speed Automatic,Red,XLT
1FTER1FHXMLD18632,44007.0,UD18632,Super,4x4,SRW,Gasoline,10-Speed Automatic,Gray,XLT
1FTFW1E81MFA33797,44007.0,FA33797,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Blue,XLT
1FTEW1EP7MKD70078,44007.0,FD70078,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Red,XLT
1FTEW1EP8MFB29266,56558.06,FB29266,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Blue,Lariat
1GC4K0C8XGF120554,48834.94,PD7643,Crew,4x4,SRW,Diesel,Automatic,White,LTZ
1FTFW1ED7MFB29267,44007.0,FB29267H,SuperCrew,4x4,SRW,Hybrid,10-Speed Automatic,Gray,XLT
1GT12TEY7JF139149,48834.94,PD7651,Crew,4x4,SRW,Diesel,Automatic,Blue,SLT
1C6RR7GM5GS378951,58340.18,PD7650,Quad,4x4,SRW,Diesel,Automatic,BLACK,SLT
1FTEW1EP5MKD70077,44007.0,FD70077,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Red,XLT
1GC1KXEY3HF176135,48834.94,PD7617,Crew,4x4,SRW,Diesel,Automatic,Gray,High Country
1C6RR7JT5ES289359,68726.29,PD7639,Quad,4x4,SRW,Gasoline,Automatic,Blue,Laramie
1FTFW1E85MKD70075,56558.06,FD70075,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Gray,Lariat
1FTFW1EDXMFA61658,56558.06,FA61658H,SuperCrew,4x4,SRW,Hybrid,10-Speed Automatic,White,Platinum
1FTFW1E84MFA09235,56558.06,FA09235,SuperCrew,4x4,SRW,Gasoline,10-Speed Automatic,Silver,Lariat
1GCVYGEL6LZ253883,48834.94,224982A,Double,4x4,SRW,Gasoline,Automatic,Summit White,LTZ
1FTEW1E47KFB63444,50704.35,301341A,SuperCrew,4x4,SRW,Gasoline,Automatic,Magnetic Metallic,Platinum
1GCPYDEK9KZ250876,48834.94,C8037,Crew,4x4,SRW,Gasoline,Automatic,Shadow Gray Metallic,LT
1GC4YREY0MF224966,48834.94,224966,Crew,4x4,SRW,Diesel,Automatic,Black,High Country
3C63RRHL5MG549630,64663.65,549630,Crew,4x4,DRW,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,Billet Silver Metallic Clear-Coat  Paint,BIG HORN CREW CAB 4X4 8' BOX
3C63RRKL7MG618536,70115.94,618536,Crew,4x4,DRW,Diesel,6-Speed Automatic Aisin AS69RC HD Transmission,Bright White,LIMITED LONGHORN CREW CAB 4X4 8'
1C6SRFU95MN905246,47782.82,A10810,Crew,4x4,SRW,Gasoline,8-Speed Automatic 8HP95 Transmission,Flame Red Clear,TRX CREW CAB 4X4 5'7 BOX
1FT7W2A61MED48085,47782.82,00210349,Crew,4x2,SRW,Flex Fuel,6-Speed Automatic,White,XL
1C6SRFFT7MN637325,50229.06,J296910,Crew,4x4,SRW,Gasoline,Automatic,Granite Crystal Metallic Clearcoat,Big Horn
1FTER4EH4MLD32254,46086.88,G10665,SuperCrew,4x2,SRW,Gasoline,AUTOMATIC,CARBONIZED GRA,XL STX C
1FTEW1EP6KKC03790,38171.12,B28040,SuperCrew,4x4,SRW,Gasoline,AUTOMATIC,MAGNETIC,10374T C
3GCPWBEK9MG233640,45519.24,233640DT,Crew,4x2,SRW,Gasoline,8-Speed Automatic,Black,Custom
1C6SRFKM8MN740221,48834.94,48280333,Crew,4x4,SRW,Diesel,Automatic,Ivory White Tri-Coat Pearlcoat,Longhorn
1C6SRFFT8MN720018,50229.06,47444650,Crew,4x4,SRW,Gasoline,Automatic,Hydro Blue Pearlcoat,Big Horn
1GCEC19T16Z139106,48834.94,205246A,Extended,4x2,SRW,Gasoline,Automatic,Graystone Metallic,LT1
1FTFW1ETXCKE06751,46086.88,213522B,Super,4x4,SRW,Gasoline,Automatic,INGOT SILVER,XLT
1FT7W2BT4BEC86375,48834.94,213744A,Crew,4x4,SRW,Diesel,Automatic,DARK BLUE PEARL,Lariat
3GCPWCED6MG288778,48834.94,T21936,Crew,4x2,SRW,Gasoline,Automatic,Satin Steel Metallic,LT
3GCPYFED0MG274189,48834.94,T21937,Crew,4x4,SRW,Gasoline,Automatic,Black,LT Trail Boss
3GCUYDET5MG288782,48834.94,T21938,Crew,4x4,SRW,Diesel,Automatic,Summit White,LT
1GCUWCED2KZ123651,48834.94,211077A,Crew,4x2,SRW,Gasoline,8-Speed Automatic,White,LT
1FTEW1EP9HKC45346,39125.53,P7764,SuperCrew,4x4,SRW,Gasoline,Shiftable Automatic,Magnetic,XLT
3GCPCPEC9EG365894,47782.82,CC20338A,Crew,4x2,SRW,Flex Fuel,6-Speed Automatic Electronic with Overdrive,Summit White,Work Truck
1FT8W3BT8LEE87627,50229.06,1FS9861,Crew,4x4,SRW,Diesel,Automatic,Agate Black Metallic,CREW CAB SRW 4X4
1FT8W3BT8LEE86817,50229.06,1FS9827,Crew,4x4,SRW,Diesel,Automatic,Z1/6B,CREW CAB SRW 4X4
1FT8W3BT0LEF00032,50229.06,1FD2265,Crew,4x4,SRW,Diesel,Automatic,JS/5B,CREW CAB SRW 4X4
1FT8W3BT8MEC07562,50229.06,1FD2304,Crew,4x4,SRW,Diesel,Automatic,Z1/1S,CREW CAB SRW 4X4
1FT8W3BT4LEE86801,50229.06,1FS9858,Crew,4x4,SRW,Diesel,Automatic,JS/5B,CREW CAB SRW 4X4
1FT8W3BT4LEE87625,50229.06,1FS9853,Crew,4x4,SRW,Diesel,Automatic,Agate Black Metallic,CREW CAB SRW 4X4
1FT7W3BT1MEC71518,50229.06,1FD2297,Crew,4x4,SRW,Diesel,Automatic,Z1/1S,CREW CAB SRW 4X4
1FT8W3BT4MED73562,48834.94,T33346,Crew,4x4,SRW,Diesel,Automatic,Lithium Gray,LARIAT
1FT7W2B61MEC93233,47782.82,T33066,Crew,4x4,SRW,Gasoline,Automatic,Oxford White,XL
1FTFW1E8XMKD38223,46086.88,T33326,SuperCrew,4x4,SRW,Gasoline,Automatic,Space White Metallic,XLT
1FTFW1ED8MFB27995,50704.35,T33332,SuperCrew,4x4,SRW,Gasoline,Automatic,Antimatter Blue Metallic,Platinum
1FTER4FH6MLD31766,50704.35,T33220,SuperCrew,4x4,SRW,Gasoline,Automatic,Velocity Blue Metallic,LARIAT
1FTMF1CP2MKD82217,33828.59,T33308,Regular,4x2,SRW,Gasoline,Automatic,Oxford White,XL
1FTFW1E88MFB27997,50704.35,T33272,SuperCrew,4x4,SRW,Gasoline,Automatic,Carbonized Gray Metallic,Platinum
1FT8W3BT2MED63399,48834.94,T33304,Crew,4x4,SRW,Diesel,Automatic,Rapid Red,LARIAT
1FTFW1E81MFB42860,46086.88,T33341,SuperCrew,4x4,SRW,Gasoline,Automatic,Oxford White,XLT
1FT8W3BT0MED70352,48834.94,T33368,Crew,4x4,SRW,Diesel,Automatic,Iconic Silver,LARIAT
1FTFW1E82MFA51483,46086.88,T33210,SuperCrew,4x4,SRW,Gasoline,Automatic,Velocity Blue Metallic,XLT
1FTFW1E83MFB37028,50704.35,T33292,SuperCrew,4x4,SRW,Gasoline,Automatic,Star White,LARIAT
1FT7X3BT8MEC70556,46086.88,MEC70556,Super,4x4,SRW,Diesel,Automatic,Oxford White,XLT
1FTFW1E88MFA70135,46086.88,T32841,SuperCrew,4x4,SRW,Gasoline,Automatic,Antimatter Blue,XLT
1FTER4FH0MLD38101,50704.35,T33310,SuperCrew,4x4,SRW,Gasoline,Automatic,Carbonized Gray,LARIAT
1FT7X3BT2MEC70553,46086.88,MEC70553,Super,4x4,SRW,Diesel,Automatic,Oxford White,XLT
1FTFW1E82MKD22212,46086.88,T32998,SuperCrew,4x4,SRW,Gasoline,Automatic,Rapid Red,XLT
1FT7X3BT4MEC70554,46086.88,MEC70554,Super,4x4,SRW,Diesel,Automatic,Oxford White,XLT
1FT8W3BT0MED70349,47782.82,T33358,Crew,4x4,SRW,Diesel,Automatic,Iconic Silver,XL
1FTFW1ED0MFB09846,50704.35,T33214,SuperCrew,4x4,SRW,Gasoline,Automatic,Star White,LARIAT
1FTER4FH6MLD38104,46086.88,T33225,SuperCrew,4x4,SRW,Gasoline,Automatic,Cactus Gray,XLT
1FT7W2BN8MED20175,47782.82,T33284,Crew,4x4,SRW,Gasoline,Automatic,Oxford White,XL
1FTER4FH9MLD23418,46086.88,D00054,SuperCrew,4x4,SRW,Gasoline,Automatic,Oxford White,XLT
1FTFW1ED4MFB09848,50704.35,T33246,SuperCrew,4x4,SRW,Gasoline,Automatic,Oxford White,LARIAT
1FTFW1E89MFB43951,50704.35,T33348,SuperCrew,4x4,SRW,Gasoline,Automatic,Smoked Quartz Tinted Cc Met,Platinum
1FT8W3BT9MED70351,48834.94,T33342,Crew,4x4,SRW,Diesel,Automatic,Carbonized Gray,LARIAT
1FTEW1C82MKD90668,46086.88,T33297,SuperCrew,4x2,SRW,Gasoline,Automatic,Oxford White,XLT
1FTFW1E83MFB42858,50704.35,T33293,SuperCrew,4x4,SRW,Gasoline,Automatic,Carbonized Gray,LARIAT
1FTFW1E86MKD87371,50704.35,T33228,SuperCrew,4x4,SRW,Gasoline,Automatic,Space White,LARIAT
1FTER4FH4MLD38103,46086.88,T33281,SuperCrew,4x4,SRW,Gasoline,Automatic,Carbonized Gray,XLT
1FT7X3ANXMED70354,46086.88,T33360,Super,4x2,SRW,Gasoline,Automatic,Oxford White,XLT
1FTFW1E89MFB48812,46086.88,T33353,SuperCrew,4x4,SRW,Gasoline,Automatic,Oxford White,XL
1FTFW1E83MFA81642,50704.35,T33192,SuperCrew,4x4,SRW,Gasoline,Automatic,Star White,King Ranch
1FTFW1E88MFA38110,50704.35,T33103,SuperCrew,4x4,SRW,Gasoline,Automatic,Kodiak Brown,LARIAT
1FTFW1E84MFA78460,50704.35,T33223,SuperCrew,4x4,SRW,Gasoline,Automatic,Agate Black Metallic,LARIAT
1FTFW1E83MFA33218,50704.35,T33199,SuperCrew,4x4,SRW,Gasoline,Automatic,Star White Tri-Coat,Platinum
1FTMF1EP1MKD82223,33828.59,T33275,Regular,4x4,SRW,Gasoline,Automatic,Oxford White,XL
1FTFW1E89MFB00338,50704.35,T33245,SuperCrew,4x4,SRW,Gasoline,Automatic,Carbonized Gray,Platinum
1FTFW1E85MFB37029,46086.88,T33319,SuperCrew,4x4,SRW,Gasoline,Automatic,Oxford White,XLT
1FTFW1E80MFB48813,46086.88,T33294,SuperCrew,4x4,SRW,Gasoline,Automatic,Carbonized Gray,XLT
1FTFW1E82MFB37022,50704.35,T33280,SuperCrew,4x4,SRW,Gasoline,Automatic,Carbonized Gray Metallic,LARIAT
1FT8W3BT7MED70350,48834.94,T33344,Crew,4x4,SRW,Diesel,Automatic,Carbonized Gray,LARIAT
1FT8W2BT5MED70339,48834.94,T33367,Crew,4x4,SRW,Diesel,Automatic,Rapid Red,LARIAT
1FT8W3BT7MED70347,48834.94,T33357,Crew,4x4,SRW,Diesel,Automatic,Oxford White,King Ranch
1FTFW1E81MFA51491,50704.35,T33347,SuperCrew,4x4,SRW,Gasoline,Automatic,Lead Foot,LARIAT
1FTMF1CP4MKD82218,33828.59,T33309,Regular,4x2,SRW,Gasoline,Automatic,Oxford White,XL
1FTER4FH6MLD23229,46086.88,T33110,SuperCrew,4x4,SRW,Gasoline,Automatic,Oxford White,XLT
1FTER4FH5MLD02873,50704.35,T32807,SuperCrew,4x4,SRW,Gasoline,Automatic,Velocity Blue Metallic,LARIAT
1FTFW1E89MFB48809,46086.88,T33352,SuperCrew,4x4,SRW,Gasoline,Automatic,Velocity Blue Metallic,XL
1FTFW1E87MKD41290,46086.88,T33056,SuperCrew,4x4,SRW,Gasoline,Automatic,Oxford White,XLT
1FTFW1E81MFB48805,46086.88,T33350,SuperCrew,4x4,SRW,Gasoline,Automatic,Oxford White,XL
1FT8W3BT9MED63397,48834.94,T33285,Crew,4x4,SRW,Diesel,Automatic,Oxford White,LARIAT
1FTER4FH2MLD38102,50704.35,T33311,SuperCrew,4x4,SRW,Gasoline,Automatic,Shadow Black,LARIAT
1FTFW1E88MFB48803,46086.88,T33390,SuperCrew,4x4,SRW,Gasoline,Automatic,Oxford White,XL
1FTER4FH5MLD12576,46086.88,T33040,SuperCrew,4x4,SRW,Gasoline,Automatic,Carbonized Gray,XLT
1FTFW1E86MKD46318,46086.88,T33122,SuperCrew,4x4,SRW,Gasoline,Automatic,Iconic Silver,XLT
1FTFW1E88MKD87372,46086.88,T33229,SuperCrew,4x4,SRW,Gasoline,Automatic,Space White,XLT
1FTMF1EP8MKD82221,33828.59,T33263,Regular,4x4,SRW,Gasoline,Automatic,Oxford White,XL
1FT7X2B69MED63400,46086.88,T33287,Super,4x4,SRW,Gasoline,Automatic,Carbonized Gray,XL
1FTMF1EPXMKD82222,33828.59,T33274,Regular,4x4,SRW,Gasoline,Automatic,Oxford White,XL
1FT8W3BT5MED70346,48834.94,T33258,Crew,4x4,SRW,Diesel,Automatic,Iconic Silver,Platinum
1FTER4FH4MLD31765,50704.35,T33205,SuperCrew,4x4,SRW,Gasoline,Automatic,Iconic Silver,LARIAT
1FTFW1E89MKD33207,46086.88,T33238,SuperCrew,4x4,SRW,Gasoline,Automatic,Iconic Silver,XLT
1FTFW1ED6MFB09849,50704.35,T33156,SuperCrew,4x4,SRW,Gasoline,Automatic,Carbonized Gray,LARIAT
1FTER4FH9MLD31762,46086.88,T33264,SuperCrew,4x4,SRW,Gasoline,Automatic,Oxford White,XLT
1FTFW1ED3MFB27998,50704.35,T33289,SuperCrew,4x4,SRW,Gasoline,Automatic,Agate Black Metallic,LARIAT
1FT7X3BTXMEC70557,46086.88,MEC70557,Super,4x4,SRW,Diesel,Automatic,Oxford White,XLT
1FTER4FH5MLD31760,46086.88,T33240,SuperCrew,4x4,SRW,Gasoline,Automatic,Cactus Gray,XLT
1FTFW1E86MFA09530,46086.88,MFA09530,SuperCrew,4x4,SRW,Gasoline,Automatic,Agate Black Metallic,XLT
1FTFW1E80MKD33211,50704.35,T33224,SuperCrew,4x4,SRW,Gasoline,Automatic,Carbonized Gray,LARIAT
1FTER4FH6MLD17415,46086.88,T33070,SuperCrew,4x4,SRW,Gasoline,Automatic,Velocity Blue Metallic,XLT
1FTER4FH7MLD31761,46086.88,T33178,SuperCrew,4x4,SRW,Gasoline,Automatic,Iconic Silver,XLT
1FT8W3DT1MED14174,70115.94,T33193,Crew,4x4,DRW,Diesel,Automatic,Iconic Silver,LARIAT
1FTER4FH1MLD40682,50704.35,T33325,SuperCrew,4x4,SRW,Gasoline,Automatic,Oxford White,LARIAT
1FTER4FH4MLD17414,46086.88,T33053,SuperCrew,4x4,SRW,Gasoline,Automatic,Oxford White,XLT
1FT8W3BT9MED70348,47782.82,T33378,Crew,4x4,SRW,Diesel,Automatic,Oxford White,XL
1FTER4FH9MLD31759,46086.88,T33165,SuperCrew,4x4,SRW,Gasoline,Automatic,Carbonized Gray,XLT
1FTER4FH8MLD38105,46086.88,T33231,SuperCrew,4x4,SRW,Gasoline,Automatic,Rapid Red,XLT
1FTER4FH7MLD31758,46086.88,T33164,SuperCrew,4x4,SRW,Gasoline,Automatic,Velocity Blue Metallic,XLT
1FTER4FHXMLD17417,46086.88,T33083,SuperCrew,4x4,SRW,Gasoline,Automatic,Iconic Silver,XLT
1FT8W2BT4MED79758,48834.94,T33369,Crew,4x4,SRW,Diesel,Automatic,Iconic Silver,LARIAT
1FT7W2BNXMED20176,47782.82,T33301,Crew,4x4,SRW,Gasoline,Automatic,Oxford White,XL
1FTEW1EP1MFB48807,46086.88,T33351,SuperCrew,4x4,SRW,Gasoline,Automatic,Oxford White,XL
1FTFW1E86MFB48802,46086.88,T33349,SuperCrew,4x4,SRW,Gasoline,Automatic,Iconic Silver,XL
1FTFW1E89MKD94783,50704.35,T33386,SuperCrew,4x4,SRW,Gasoline,Automatic,Antimatter Blue Metallic,LARIAT
1FT8W3BT6MED20183,48834.94,T33303,Crew,4x4,SRW,Diesel,Automatic,Carbonized Gray,LARIAT
1FTER4FH5MLD31757,46086.88,T33218,SuperCrew,4x4,SRW,Gasoline,Automatic,Shadow Black,XLT
1FTMF1CP2MKD82220,33828.59,T33321,Regular,4x2,SRW,Gasoline,Automatic,Oxford White,XL
1FTER4FHXMLD40681,50704.35,T33324,SuperCrew,4x4,SRW,Gasoline,Automatic,Iconic Silver,LARIAT
1FTFW1EDXMFB37024,50704.35,T33290,SuperCrew,4x4,SRW,Gasoline,Automatic,Iconic Silver,Platinum
1FTER4FHXMLD38106,46086.88,T33312,SuperCrew,4x4,SRW,Gasoline,Automatic,Carbonized Gray,XLT
1FTER4FH2MLD31764,50704.35,T33219,SuperCrew,4x4,SRW,Gasoline,Automatic,Rapid Red,LARIAT
1FTER4FH8MLD23233,46086.88,T33134,SuperCrew,4x4,SRW,Gasoline,Automatic,Velocity Blue Metallic,XLT
1FTFW1E89MKD90667,46086.88,T33387,SuperCrew,4x4,SRW,Gasoline,Automatic,Carbonized Gray,XLT
1FT8W3BT0MED20180,48834.94,T33302,Crew,4x4,SRW,Diesel,Automatic,Oxford White,LARIAT
